Population,Field_Year,Generation,Block,Location,Sequence,Left_Or_Right,Donor,Recipient,Plant_ID,Total_Closed_Fruits,Total_Fruits,Tot_Seed_Num_ClosedFt,Mean_Ind_Seed_Mass_mg,Mean_Seeds_per_Fruit,Lifetime_Fecundity,Stem_Biomass,Corolla_Diameter,Corolla_Area,Leaf_Area_mm2,FFD,LFD,fl_duration
Bodega Bay,2022,G1,3,109,304,NA,BB_125,BB_024,8,0,0,0,NA,0,0,6.64,NA,NA,NA,4/2/22,4/2/22,0
Bodega Bay,2022,G1,3,109,305,NA,BB_066,BB_087,3,0,0,0,NA,0,0,NA,NA,NA,NA,4/2/22,4/2/22,0
Bodega Bay,2022,G1,3,109,306,NA,BB_108,BB_097,2,0,0,0,NA,0,0,2.71,NA,NA,NA,NA,NA,NA
Bodega Bay,2022,G1,3,111,307,NA,BB_171,BB_127,7,1,2,1,2.92,1,2,28.41,NA,NA,NA,4/2/22,4/8/22,6
Bodega Bay,2022,G1,3,111,308,NA,BB_122,BB_027,2,0,0,0,NA,0,0,10.15,NA,NA,NA,3/26/22,4/2/22,7
Bodega Bay,2022,G1,3,111,309,NA,BB_108,BB_069,1,0,0,0,NA,0,0,NA,NA,NA,NA,4/8/22,4/8/22,0
Bodega Bay,2022,G1,3,112,310,NA,BB_107,BB_151,1,0,0,0,NA,0,0,8.94,NA,NA,NA,4/2/22,4/8/22,6
Bodega Bay,2022,G1,3,112,311,NA,BB_099,BB_161,8,0,0,0,NA,0,0,NA,21.375,295.352,NA,4/2/22,4/2/22,0
Bodega Bay,2022,G1,3,112,313,NA,BB_015,BB_218,8,0,0,0,NA,0,0,13.99,NA,NA,13.428,3/26/22,4/2/22,7
Bodega Bay,2022,G1,3,113,314,NA,BB_182,BB_201,6,0,0,0,NA,0,0,NA,13.056,105.845,26.444,3/26/22,4/2/22,7
Bodega Bay,2022,G1,3,113,315,NA,BB_144,BB_030,4,0,0,0,NA,0,0,NA,NA,NA,148.669,3/26/22,4/8/22,13
Bodega Bay,2022,G1,3,113,316,NA,BB_051,BB_118,6,0,0,0,NA,0,0,NA,16.48,193.401,NA,4/2/22,4/2/22,0
Bodega Bay,2022,G1,3,114,317,NA,BB_099,BB_032,7,0,0,0,NA,0,0,NA,17.148,NA,NA,3/26/22,4/2/22,7
Bodega Bay,2022,G1,3,114,318,NA,BB_198,BB_035,4,0,0,0,NA,0,0,7.31,NA,NA,NA,3/11/22,4/2/22,22
Bodega Bay,2022,G1,3,115,320,NA,BB_194,BB_214,7,0,0,0,NA,0,0,13.53,21.504,251.189,NA,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,115,321,NA,BB_115,BB_077,7,2,2,4,3.1975,2,4,6.69,25.13,320.278,NA,3/18/22,3/18/22,0
Bodega Bay,2022,G1,3,116,323,NA,BB_023,BB_078,7,1,1,0,NA,0,0,12.65,25.582,354.3,NA,4/8/22,4/8/22,0
Bodega Bay,2022,G1,3,116,324,NA,BB_038,BB_149,5,0,0,0,NA,0,0,3.47,NA,NA,NA,NA,NA,NA
Bodega Bay,2022,G1,3,116,325,NA,BB_073,BB_064,8,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
Bodega Bay,2022,G1,3,117,326,NA,BB_023,BB_190,3,2,3,2,6.935,1,3,NA,NA,NA,39.612,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,117,327,NA,BB_073,BB_092,8,3,4,3,5.036666667,1,4,NA,23.825,376.465,NA,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,117,328,NA,BB_091,BB_098,1,0,1,0,NA,0,0,6.75,22.5,306.79,NA,3/18/22,4/8/22,21
Bodega Bay,2022,G1,3,118,329,NA,BB_174,BB_002,4,0,0,0,NA,0,0,5.6,NA,NA,NA,3/11/22,3/26/22,15
Bodega Bay,2022,G1,3,118,330,NA,BB_005,BB_034,8,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
Bodega Bay,2022,G1,3,118,331,NA,BB_144,BB_207,5,0,0,0,NA,0,0,5.03,26.027,452.581,NA,3/26/22,4/8/22,13
Bodega Bay,2022,G1,3,119,332,NA,BB_051,BB_143,1,0,0,0,NA,0,0,NA,NA,NA,NA,4/29/22,4/29/22,0
Bodega Bay,2022,G1,3,119,333,NA,BB_142,BB_086,5,0,0,0,NA,0,0,6.78,12.031,84.914,NA,4/2/22,4/2/22,0
Bodega Bay,2022,G1,3,119,334,NA,BB_108,BB_189,4,0,0,0,NA,0,0,1.93,17.269,195.288,NA,3/26/22,3/26/22,0
Bodega Bay,2022,G1,3,121,335,NA,BB_177,BB_134,8,1,1,7,1.808571429,7,7,12.02,NA,NA,NA,3/4/22,3/18/22,14
Bodega Bay,2022,G1,3,121,336,NA,BB_028,BB_109,7,2,2,1,2.6,0.5,1,15.83,26.257,404.297,NA,3/18/22,3/18/22,0
Bodega Bay,2022,G1,3,121,337,NA,BB_107,BB_123,2,1,2,8,4.07375,8,16,20.41,NA,NA,59.891,3/4/22,4/23/22,50
Bodega Bay,2022,G1,3,121,338,NA,BB_196,BB_088,1,3,5,7,2.81,2.333333333,11.66666667,9,20.79,276.626,NA,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,122,339,NA,BB_014,BB_152,2,0,0,0,NA,0,0,14.32,11.445,96.36,NA,3/12/22,4/2/22,21
Bodega Bay,2022,G1,3,122,340,NA,BB_130,BB_120,1,1,1,1,1.9,1,1,4.18,NA,NA,NA,NA,NA,NA
Bodega Bay,2022,G1,3,122,341,NA,BB_182,BB_021,5,0,1,0,NA,0,0,8.65,NA,NA,NA,3/12/22,3/12/22,0
Bodega Bay,2022,G1,3,123,342,NA,BB_202,BB_018,5,1,1,4,4.7625,4,4,10.12,22.56,335.791,NA,3/12/22,4/8/22,27
Bodega Bay,2022,G1,3,123,343,NA,BB_174,BB_010,3,0,0,0,NA,0,0,10.82,19.95,211.596,NA,3/26/22,4/8/22,13
Bodega Bay,2022,G1,3,123,344,NA,BB_141,BB_003,6,0,0,0,NA,0,0,NA,NA,NA,NA,3/18/22,3/18/22,0
Bodega Bay,2022,G1,3,124,345,NA,BB_047,BB_193,8,0,2,0,NA,0,0,38.93,30.174,501.354,NA,3/12/22,4/2/22,21
Bodega Bay,2022,G1,3,124,346,NA,BB_038,BB_042,4,0,0,0,NA,0,0,12.78,21.313,265.842,35.002,3/4/22,3/18/22,14
Bodega Bay,2022,G1,3,124,347,NA,BB_005,BB_195,4,0,0,0,NA,0,0,NA,18.387,212.531,NA,3/12/22,3/18/22,6
Bodega Bay,2022,G1,3,124,348,NA,BB_001,BB_074,6,0,0,0,NA,0,0,NA,NA,NA,NA,3/12/22,3/12/22,0
Bodega Bay,2022,G1,3,125,349,NA,BB_176,BB_049,2,1,1,3,1.3,3,3,14.65,26.276,466.477,26.457,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,125,350,NA,BB_047,BB_131,7,0,0,0,NA,0,0,NA,15.356,147.85,NA,4/2/22,4/2/22,0
Bodega Bay,2022,G1,3,125,351,NA,BB_173,BB_044,2,0,0,0,NA,0,0,NA,NA,NA,NA,3/26/22,3/26/22,0
Bodega Bay,2022,G1,3,126,352,NA,BB_177,BB_117,1,0,0,0,NA,0,0,NA,NA,NA,NA,4/2/22,4/2/22,0
Bodega Bay,2022,G1,3,126,354,NA,BB_175,BB_172,3,1,1,4,2.925,4,4,NA,23.88,377.644,98.974,3/12/22,4/2/22,21
Bodega Bay,2022,G1,3,126,355,NA,BB_065,BB_013,6,1,1,0,NA,0,0,NA,27.247,408.087,69.516,3/18/22,3/26/22,8
Bodega Bay,2022,G1,3,127,356,NA,BB_023,BB_206,5,0,0,0,NA,0,0,NA,25.595,367.521,NA,3/12/22,4/2/22,21
Bodega Bay,2022,G1,3,127,357,NA,BB_162,BB_080,8,2,4,0,NA,0,0,13.14,22.105,306.595,NA,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,127,358,NA,BB_197,BB_060,8,1,1,2,2.285,2,2,NA,25.731,368.566,NA,4/2/22,4/2/22,0
Bodega Bay,2022,G1,3,128,359,NA,BB_026,BB_153,1,1,1,7,2.164285714,7,7,NA,20.788,279.983,NA,3/12/22,4/2/22,21
Bodega Bay,2022,G1,3,128,360,NA,BB_217,BB_016,7,0,0,0,NA,0,0,NA,NA,NA,NA,3/26/22,3/26/22,0
Bodega Bay,2022,G1,3,128,361,NA,BB_055,BB_183,2,0,0,0,NA,0,0,NA,NA,NA,NA,3/26/22,4/2/22,7
Bodega Bay,2022,G1,3,129,362,NA,BB_168,BB_058,1,1,1,1,5.64,1,1,10.53,22.009,275.569,NA,4/8/22,4/8/22,0
Bodega Bay,2022,G1,3,129,363,NA,BB_196,BB_089,8,4,4,24,3.965111111,6,24,37.75,21.466,309.113,33.45,3/4/22,4/8/22,35
Bodega Bay,2022,G1,3,129,364,NA,BB_125,BB_137,2,0,0,0,NA,0,0,NA,19.798,240.787,NA,3/18/22,3/18/22,0
Bodega Bay,2022,G1,3,131,365,NA,BB_197,BB_199,5,0,0,0,NA,0,0,19.53,NA,NA,21.05,3/4/22,4/8/22,35
Bodega Bay,2022,G1,3,131,366,NA,BB_066,BB_019,4,0,0,0,NA,0,0,NA,NA,NA,20.126,NA,NA,NA
Bodega Bay,2022,G1,3,131,367,NA,BB_173,BB_170,7,0,0,0,NA,0,0,NA,NA,NA,NA,3/12/22,3/26/22,14
Bodega Bay,2022,G1,3,131,368,NA,BB_073,BB_084,7,0,0,0,NA,0,0,10.88,28.442,484.412,42.522,4/8/22,4/29/22,21
Bodega Bay,2022,G1,3,132,369,NA,BB_075,BB_079,6,0,0,0,NA,0,0,7.3,18.979,247.399,NA,3/12/22,3/12/22,0
Bodega Bay,2022,G1,3,132,371,NA,BB_015,BB_063,2,0,0,0,NA,0,0,NA,21.562,293.634,NA,3/12/22,3/26/22,14
Bodega Bay,2022,G1,3,133,372,NA,BB_100,BB_135,8,1,1,6,2.088333333,6,6,NA,24.085,349.121,NA,3/18/22,3/18/22,0
Bodega Bay,2022,G1,3,133,373,NA,BB_026,BB_053,4,0,0,0,NA,0,0,NA,NA,NA,NA,3/12/22,4/29/22,48
Bodega Bay,2022,G1,3,133,374,NA,BB_065,BB_133,3,1,2,10,2.056,10,20,7.71,22.37,315.779,21.736,4/2/22,4/2/22,0
Bodega Bay,2022,G1,3,134,375,NA,BB_057,BB_146,1,0,0,0,NA,0,0,16.31,15.527,162.368,NA,3/18/22,3/18/22,0
Bodega Bay,2022,G1,3,134,376,NA,BB_213,BB_132,8,0,0,0,NA,0,0,11.83,14.021,125,NA,3/18/22,5/12/22,55
Bodega Bay,2022,G1,3,134,377,NA,BB_075,BB_085,4,0,0,0,NA,0,0,NA,18.987,233.352,26.151,3/4/22,3/18/22,14
Bodega Bay,2022,G1,3,135,379,NA,BB_198,BB_045,6,1,1,0,NA,0,0,NA,20.595,275.66,NA,4/2/22,4/8/22,6
Bodega Bay,2022,G1,3,135,380,NA,BB_066,BB_052,3,0,0,0,NA,0,0,NA,21.438,301.612,NA,3/18/22,3/18/22,0
Bodega Bay,2022,G1,3,136,381,NA,BB_215,BB_210,7,1,1,4,3.1625,4,4,NA,21.783,230.428,NA,3/12/22,3/26/22,14
Bodega Bay,2022,G1,3,136,382,NA,BB_130,BB_048,2,1,1,0,NA,0,0,3.66,NA,NA,NA,NA,NA,NA
Bodega Bay,2022,G1,3,136,383,NA,BB_099,BB_061,8,0,0,0,NA,0,0,NA,17.747,181.33,NA,3/26/22,4/2/22,7
Bodega Bay,2022,G1,3,137,384,NA,BB_100,BB_031,1,1,1,0,NA,0,0,27.45,28.941,492.318,NA,4/2/22,5/19/22,47
Bodega Bay,2022,G1,3,137,385,NA,BB_177,BB_140,7,0,0,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA
Bodega Bay,2022,G1,3,137,386,NA,BB_142,BB_150,7,1,1,0,NA,0,0,7.51,16.678,191.707,NA,3/26/22,3/26/22,0
Bodega Bay,2022,G1,3,138,388,NA,BB_169,BB_076,5,2,2,3,3.966666667,1.5,3,NA,21.296,275.832,NA,3/12/22,4/9/22,28
Bodega Bay,2022,G1,3,138,389,NA,BB_169,BB_160,4,0,0,0,NA,0,0,NA,NA,NA,NA,3/12/22,3/12/22,0
Bodega Bay,2022,G1,3,139,390,NA,BB_168,BB_046,2,2,2,4,3.115,2,4,17.6,NA,NA,NA,3/18/22,3/26/22,8
Bodega Bay,2022,G1,3,139,391,NA,BB_057,BB_200,7,2,2,6,3.31875,3,6,NA,23.946,372.311,71.858,3/26/22,4/2/22,7
Bodega Bay,2022,G1,3,141,393,NA,BB_075,BB_164,1,1,2,0,NA,0,0,11.89,21.811,289.415,101.256,3/26/22,3/26/22,0
Bodega Bay,2022,G1,3,141,394,NA,BB_141,BB_037,8,2,2,0,NA,0,0,19.97,20.363,239.596,17.286,4/2/22,4/2/22,0
Bodega Bay,2022,G1,3,141,395,NA,BB_065,BB_192,1,2,2,2,2.875,1,2,NA,25.375,387.011,22.163,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,141,396,NA,BB_194,BB_163,5,2,3,1,7.14,0.5,1.5,28.81,NA,NA,50.754,3/12/22,4/29/22,48
Bodega Bay,2022,G1,3,142,397,NA,BB_175,BB_104,1,5,5,14,2.927857143,2.8,14,75.78,30.482,531.265,NA,3/18/22,4/9/22,22
Bodega Bay,2022,G1,3,142,398,NA,BB_162,BB_154,5,1,3,2,6.79,2,6,NA,NA,NA,NA,3/12/22,4/9/22,28
Bodega Bay,2022,G1,3,142,399,NA,BB_217,BB_054,4,7,8,10,6.534166667,1.428571429,11.42857143,40.87,28.973,550.498,37.642,3/12/22,4/29/22,48
Bodega Bay,2022,G1,3,143,400,NA,BB_167,BB_110,6,0,0,0,NA,0,0,13.25,14.406,129.626,NA,2/25/22,4/9/22,43
Bodega Bay,2022,G1,3,143,401,NA,BB_091,BB_094,4,0,0,0,NA,0,0,NA,NA,NA,66.682,3/26/22,3/26/22,0
Bodega Bay,2022,G1,3,143,402,NA,BB_176,BB_017,2,0,0,0,NA,0,0,NA,NA,NA,NA,4/9/22,4/29/22,20
Bodega Bay,2022,G1,3,144,403,NA,BB_168,BB_081,2,0,0,0,NA,0,0,NA,21.535,302.517,NA,3/18/22,3/26/22,8
Bodega Bay,2022,G1,3,144,404,NA,BB_051,BB_105,8,2,2,7,3.544166667,3.5,7,18.26,NA,NA,NA,3/4/22,4/9/22,36
Bodega Bay,2022,G1,3,144,405,NA,BB_055,BB_119,3,0,0,0,NA,0,0,NA,24.074,382.861,NA,3/26/22,4/29/22,34
Bodega Bay,2022,G1,3,144,406,NA,BB_026,BB_070,7,2,3,6,3.376666667,3,9,NA,28.759,431.947,38.292,3/12/22,4/23/22,42
Bodega Bay,2022,G1,3,145,409,NA,BB_038,BB_216,6,0,0,0,NA,0,0,NA,19.433,258.459,NA,3/12/22,4/9/22,28
Bodega Bay,2022,G1,3,145,410,NA,BB_028,BB_083,4,0,2,0,NA,0,0,5.7,NA,NA,NA,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,146,411,NA,BB_171,BB_039,6,1,1,6,5.67,6,6,NA,31.831,646.894,NA,3/18/22,4/9/22,22
Bodega Bay,2022,G1,3,146,412,NA,BB_011,BB_116,4,0,0,0,NA,0,0,NA,23.962,347.471,NA,3/4/22,4/29/22,56
Bodega Bay,2022,G1,3,146,413,NA,BB_014,BB_102,7,0,0,0,NA,0,0,NA,NA,NA,NA,3/12/22,3/18/22,6
Bodega Bay,2022,G1,3,146,414,NA,BB_144,BB_158,8,0,0,0,NA,0,0,NA,24.948,383.754,NA,4/9/22,4/9/22,0
Bodega Bay,2022,G1,3,147,415,NA,BB_115,BB_187,7,0,0,0,NA,0,0,NA,17.768,180.565,NA,3/18/22,4/23/22,36
Bodega Bay,2022,G1,3,147,416,NA,BB_202,BB_025,4,0,0,0,NA,0,0,NA,NA,NA,NA,4/29/22,5/12/22,13
Bodega Bay,2022,G1,3,147,417,NA,BB_015,BB_111,5,2,2,7,10.285,3.5,7,NA,17.772,205.354,NA,3/12/22,4/23/22,42
Bodega Bay,2022,G1,3,148,420,NA,BB_141,BB_029,8,1,2,2,3.56,2,4,30.37,25.96,373.237,37.362,3/18/22,4/9/22,22
Bodega Bay,2022,G1,3,149,421,NA,BB_091,BB_139,7,0,0,0,NA,0,0,18.7,26.875,409.78,26.624,3/18/22,5/12/22,55
Bodega Bay,2022,G1,3,149,423,NA,BB_198,BB_138,5,5,5,16,2.96,3.2,16,27.15,25.675,414.792,68.559,3/26/22,4/9/22,14
Bodega Bay,2022,G1,3,149,424,NA,BB_011,BB_056,8,2,2,5,3.148,2.5,5,12.01,25.154,403.09,NA,3/18/22,4/9/22,22
Bodega Bay,2022,G1,3,151,425,NA,BB_125,BB_051,3,1,1,0,NA,0,0,16.28,21.922,288.103,NA,3/26/22,4/2/22,7
Bodega Bay,2022,G1,3,151,426,NA,BB_167,BB_008,7,1,1,0,NA,0,0,16.14,26.273,451.27,35.543,3/12/22,4/2/22,21
Bodega Bay,2022,G1,3,151,428,NA,BB_197,BB_211,2,0,0,0,NA,0,0,NA,19.954,207.402,119.082,5/12/22,5/19/22,7
Bodega Bay,2022,G1,3,152,429,NA,BB_167,BB_114,8,0,0,0,NA,0,0,NA,NA,NA,56.137,NA,NA,NA
Bodega Bay,2022,G1,3,152,430,NA,BB_130,BB_007,1,0,0,0,NA,0,0,NA,NA,NA,17.413,4/29/22,5/12/22,13
Bodega Bay,2022,G1,3,152,431,NA,BB_001,BB_043,5,0,1,0,NA,0,0,23.88,NA,NA,50.551,3/4/22,4/29/22,56
Bodega Bay,2022,G1,3,153,432,NA,BB_215,BB_148,8,1,1,0,NA,0,0,NA,NA,NA,71.557,3/18/22,3/26/22,8
Bodega Bay,2022,G1,3,153,433,NA,BB_055,BB_145,1,3,5,9,4.774444444,3,15,30.42,26.895,490.887,NA,3/26/22,4/9/22,14
Bodega Bay,2022,G1,3,153,434,NA,BB_107,BB_179,7,1,1,0,NA,0,0,9.02,21.609,291.368,81.366,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,154,435,NA,BB_005,BB_166,8,2,2,8,2.74875,4,8,NA,18.866,193.99,32.173,3/12/22,4/9/22,28
Bodega Bay,2022,G1,3,154,436,NA,BB_217,BB_205_A,5,0,0,0,NA,0,0,NA,27.481,478.337,NA,3/18/22,4/9/22,22
Bodega Bay,2022,G1,3,154,437,NA,BB_173,BB_095,2,0,0,0,NA,0,0,NA,NA,NA,35.499,4/23/22,4/23/22,0
Bodega Bay,2022,G1,3,155,438,NA,BB_176,BB_059,6,0,0,0,NA,0,0,11.54,NA,NA,24.097,4/2/22,4/9/22,7
Bodega Bay,2022,G1,3,155,439,NA,BB_171,BB_157,7,2,2,11,3.778,5.5,11,25.3,27.194,429.907,NA,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,155,440,NA,BB_213,BB_147,2,0,1,0,NA,0,0,13.76,21.084,278.613,15.743,3/18/22,4/2/22,15
Bodega Bay,2022,G1,3,156,441,NA,BB_188,BB_009,7,4,7,13,1.901904762,3.25,22.75,50.13,30.465,596.81,34.655,3/12/22,4/9/22,28